tag,step,eval_action_accuracy,eval_entropy,eval_kendall_tau,eval_output_log_loss,puzzles_accuracy,puzzles_avg_rating_solved,puzzles_solved,puzzles_total
PUZZLES EVAL,25000,,,,,0.1669921875,1188.5380116959063,171.0,1024.0
PUZZLES EVAL,30000,,,,,0.17578125,1176.1333333333334,180.0,1024.0
PUZZLES EVAL,35000,,,,,0.1748046875,1198.95530726257,179.0,1024.0
PUZZLES EVAL,40000,,,,,0.19140625,1174.030612244898,196.0,1024.0
PUZZLES EVAL,45000,,,,,0.2119140625,1153.26267281106,217.0,1024.0
PUZZLES EVAL,50000,,,,,0.2197265625,1118.0088888888888,225.0,1024.0
PUZZLES EVAL,55000,,,,,0.2412109375,1154.0323886639676,247.0,1024.0
PUZZLES EVAL,60000,,,,,0.24609375,1128.170634920635,252.0,1024.0
PUZZLES EVAL,65000,,,,,0.271484375,1167.1007194244605,278.0,1024.0
PUZZLES EVAL,70000,,,,,0.267578125,1165.9525547445255,274.0,1024.0
PUZZLES EVAL,75000,,,,,0.2666015625,1157.0549450549452,273.0,1024.0
PUZZLES EVAL,80000,,,,,0.28125,1135.361111111111,288.0,1024.0
PUZZLES EVAL,85000,,,,,0.2919921875,1164.819397993311,299.0,1024.0
PUZZLES EVAL,90000,,,,,0.2958984375,1153.5808580858086,303.0,1024.0
PUZZLES EVAL,95000,,,,,0.30859375,1164.9303797468353,316.0,1024.0
PUZZLES EVAL,100000,,,,,0.337890625,1146.6676300578035,346.0,1024.0
PUZZLES EVAL,105000,,,,,0.3271484375,1151.5492537313432,335.0,1024.0
PUZZLES EVAL,110000,,,,,0.3447265625,1175.2379603399434,353.0,1024.0
PUZZLES EVAL,115000,,,,,0.3564453125,1168.1260273972603,365.0,1024.0
PUZZLES EVAL,120000,,,,,0.3701171875,1184.6675461741424,379.0,1024.0
PUZZLES EVAL,125000,,,,,0.37109375,1171.4026315789474,380.0,1024.0
PUZZLES EVAL,130000,,,,,0.361328125,1159.918918918919,370.0,1024.0
PUZZLES EVAL,135000,,,,,0.3779296875,1189.1989664082687,387.0,1024.0
PUZZLES EVAL,140000,,,,,0.373046875,1175.392670157068,382.0,1024.0
PUZZLES EVAL,145000,,,,,0.4140625,1180.0165094339623,424.0,1024.0
PUZZLES EVAL,150000,,,,,0.4052734375,1190.3349397590362,415.0,1024.0
PUZZLES EVAL,155000,,,,,0.421875,1180.5115740740741,432.0,1024.0
PUZZLES EVAL,160000,,,,,0.4072265625,1172.7961630695443,417.0,1024.0
PUZZLES EVAL,165000,,,,,0.4072265625,1155.4940047961632,417.0,1024.0
PUZZLES EVAL,170000,,,,,0.41796875,1173.9252336448599,428.0,1024.0
PUZZLES EVAL,175000,,,,,0.4375,1186.1785714285713,448.0,1024.0
PUZZLES EVAL,180000,,,,,0.451171875,1185.7251082251082,462.0,1024.0
PUZZLES EVAL,185000,,,,,0.447265625,1182.3362445414848,458.0,1024.0
PUZZLES EVAL,190000,,,,,0.4560546875,1195.629550321199,467.0,1024.0
PUZZLES EVAL,195000,,,,,0.4443359375,1173.2923076923078,455.0,1024.0
PUZZLES EVAL,200000,,,,,0.4697265625,1203.6465696465696,481.0,1024.0
PUZZLES EVAL,205000,,,,,0.46875,1188.5583333333334,480.0,1024.0
PUZZLES EVAL,210000,,,,,0.4697265625,1177.4365904365904,481.0,1024.0
PUZZLES EVAL,215000,,,,,0.4560546875,1174.3832976445397,467.0,1024.0
PUZZLES EVAL,220000,,,,,0.4677734375,1178.536534446764,479.0,1024.0
PUZZLES EVAL,225000,,,,,0.466796875,1186.8430962343095,478.0,1024.0
PUZZLES EVAL,230000,,,,,0.478515625,1187.7816326530613,490.0,1024.0
PUZZLES EVAL,235000,,,,,0.474609375,1179.7407407407406,486.0,1024.0
PUZZLES EVAL,240000,,,,,0.4912109375,1195.4115308151092,503.0,1024.0
PUZZLES EVAL,245000,,,,,0.4833984375,1187.0626262626263,495.0,1024.0
PUZZLES EVAL,250000,,,,,0.5029296875,1202.7864077669904,515.0,1024.0
PUZZLES EVAL,255000,,,,,0.5048828125,1205.0696324951643,517.0,1024.0
PUZZLES EVAL,260000,,,,,0.5048828125,1212.147001934236,517.0,1024.0
PUZZLES EVAL,265000,,,,,0.5009765625,1184.5906432748538,513.0,1024.0
PUZZLES EVAL,270000,,,,,0.513671875,1206.0038022813687,526.0,1024.0
PUZZLES EVAL,275000,,,,,0.513671875,1197.9239543726235,526.0,1024.0
